Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index,Calculated_Revenue,Date,Quarter,Revenue_per_unit,Sales_Lag_1,Sales_Lag_3,Sales_Lag_6,Sales_Rolling_3,Sales_Rolling_6,Sales_Growth,EV_Demand_Index
2020,4,RestOfWorld,5 Series,6024,61994,373451856,0.071,5.29,3.39,1.14,373451856,2020-04-01,2,61994.0,6307.0,4477.0,7331.0,6743.333333333333,7686.5,-0.044870778500079256,0.08093999999999998
2020,4,RestOfWorld,X5,5141,67158,345259278,0.061,5.29,3.39,1.14,345259278,2020-04-01,2,67158.0,6024.0,7899.0,10127.0,5824.0,6855.5,-0.14658034528552455,0.06953999999999999
2020,4,USA,X3,5816,57241,332913656,0.068,19.81,3.52,1.16,332913656,2020-04-01,2,57241.0,5141.0,6307.0,11285.0,5660.333333333333,5944.0,0.131297412954678,0.07888
2020,4,RestOfWorld,X3,11260,57592,648485920,0.082,5.29,3.39,1.14,648485920,2020-04-01,2,57592.0,5816.0,6024.0,4477.0,7405.666666666667,7074.5,0.9360385144429162,0.09348
2020,5,Europe,3 Series,7638,46492,355105896,0.069,17.21,1.69,1.11,355105896,2020-05-01,2,46492.0,11260.0,5141.0,7899.0,8238.0,7031.0,-0.32166962699822377,0.07659000000000002
2020,5,Europe,5 Series,11390,63232,720212480,0.081,17.21,1.69,1.11,720212480,2020-05-01,2,63232.0,7638.0,5816.0,6307.0,10096.0,7878.166666666667,0.49122807017543857,0.08991000000000002
2020,5,Europe,X3,10460,57605,602548300,0.066,17.21,1.69,1.11,602548300,2020-05-01,2,57605.0,11390.0,11260.0,6024.0,9829.333333333334,8617.5,-0.08165057067603165,0.07326
2020,5,China,X3,9542,59667,569342514,0.085,18.89,2.18,1.14,569342514,2020-05-01,2,59667.0,10460.0,7638.0,5141.0,10464.0,9351.0,-0.08776290630975148,0.0969
2020,5,Europe,X7,5279,91624,483683096,0.054,17.21,1.69,1.11,483683096,2020-05-01,2,91624.0,9542.0,11390.0,5816.0,8427.0,9261.5,-0.44676168518130366,0.05994000000000001
2020,5,Europe,i4,9753,65006,634003518,0.075,17.21,1.69,1.11,634003518,2020-05-01,2,65006.0,5279.0,10460.0,11260.0,8191.333333333333,9010.333333333334,0.847508997916272,0.08325
2020,5,China,5 Series,5964,62019,369881316,0.067,18.89,2.18,1.14,369881316,2020-05-01,2,62019.0,9753.0,9542.0,7638.0,6998.666666666667,8731.333333333334,-0.3884958474315595,0.07638
2020,5,Europe,MINI,3140,40882,128369480,0.07,17.21,1.69,1.11,128369480,2020-05-01,2,40882.0,5964.0,5279.0,11390.0,6285.666666666667,7356.333333333333,-0.4735077129443327,0.07770000000000002
2020,5,China,X5,8532,69140,589902480,0.068,18.89,2.18,1.14,589902480,2020-05-01,2,69140.0,3140.0,9753.0,10460.0,5878.666666666667,7035.0,1.7171974522292994,0.07752
2020,5,China,i4,4164,66583,277251612,0.073,18.89,2.18,1.14,277251612,2020-05-01,2,66583.0,8532.0,5964.0,9542.0,5278.666666666667,6138.666666666667,-0.5119549929676512,0.08321999999999999
2020,5,China,iX,6554,76638,502285452,0.065,18.89,2.18,1.14,502285452,2020-05-01,2,76638.0,4164.0,3140.0,5279.0,6416.666666666667,6351.166666666667,0.5739673390970221,0.0741
2020,5,Europe,iX,11641,74283,864728403,0.072,17.21,1.69,1.11,864728403,2020-05-01,2,74283.0,6554.0,8532.0,9753.0,7453.0,6665.833333333333,0.7761672261214525,0.07992
2020,5,Europe,X5,12050,69607,838764350,0.076,17.21,1.69,1.11,838764350,2020-05-01,2,69607.0,11641.0,4164.0,5964.0,10081.666666666666,7680.166666666667,0.03513443862211152,0.08436
2020,5,China,3 Series,11012,48525,534357300,0.08,18.89,2.18,1.14,534357300,2020-05-01,2,48525.0,12050.0,6554.0,3140.0,11567.666666666666,8992.166666666666,-0.08614107883817423,0.09119999999999999
2020,5,China,MINI,11716,41626,487690216,0.075,18.89,2.18,1.14,487690216,2020-05-01,2,41626.0,11012.0,11641.0,8532.0,11592.666666666666,9522.833333333334,0.06393025790047213,0.08549999999999999
2020,5,China,X7,10852,93619,1015953388,0.081,18.89,2.18,1.14,1015953388,2020-05-01,2,93619.0,11716.0,12050.0,4164.0,11193.333333333334,10637.5,-0.07374530556503922,0.09233999999999999
2020,5,USA,5 Series,10499,63318,664775682,0.073,16.82,2.16,1.08,664775682,2020-05-01,2,63318.0,10852.0,11012.0,6554.0,11022.333333333334,11295.0,-0.032528566162919326,0.07884
2020,5,USA,i4,5301,66088,350332488,0.063,16.82,2.16,1.08,350332488,2020-05-01,2,66088.0,10499.0,11716.0,11641.0,8884.0,10238.333333333334,-0.49509477093056486,0.06804
2020,5,USA,X3,11437,56600,647334200,0.07,16.82,2.16,1.08,647334200,2020-05-01,2,56600.0,5301.0,10852.0,12050.0,9079.0,10136.166666666666,1.1575174495378229,0.07560000000000001
2020,5,USA,X5,6970,70824,493643280,0.076,16.82,2.16,1.08,493643280,2020-05-01,2,70824.0,11437.0,10499.0,11012.0,7902.666666666667,9462.5,-0.3905744513421352,0.08208
2020,5,USA,X7,11752,93929,1103853608,0.069,16.82,2.16,1.08,1103853608,2020-05-01,2,93929.0,6970.0,5301.0,11716.0,10053.0,9468.5,0.6860832137733142,0.07452000000000002
2020,5,RestOfWorld,i4,11645,63083,734601535,0.065,5.44,3.01,1.07,734601535,2020-05-01,2,63083.0,11752.0,11437.0,10852.0,10122.333333333334,9600.666666666666,-0.009104833219877428,0.06955
2020,5,USA,iX,6917,76008,525747336,0.052,16.82,2.16,1.08,525747336,2020-05-01,2,76008.0,11645.0,6970.0,10499.0,10104.666666666666,9003.666666666666,-0.4060111635895234,0.05616
2020,5,USA,MINI,4693,41792,196129856,0.086,16.82,2.16,1.08,196129856,2020-05-01,2,41792.0,6917.0,11752.0,5301.0,7751.666666666667,8902.333333333334,-0.3215266734133295,0.09288
2020,5,USA,3 Series,6492,49336,320289312,0.062,16.82,2.16,1.08,320289312,2020-05-01,2,49336.0,4693.0,11645.0,11437.0,6034.0,8078.166666666667,0.3833368847219263,0.06696
2020,5,RestOfWorld,5 Series,5316,61603,327481548,0.061,5.44,3.01,1.07,327481548,2020-05-01,2,61603.0,6492.0,6917.0,6970.0,5500.333333333333,7802.5,-0.18114602587800366,0.06527000000000001
2020,5,RestOfWorld,X7,10039,92838,932000682,0.084,5.44,3.01,1.07,932000682,2020-05-01,2,92838.0,5316.0,4693.0,11752.0,7282.333333333333,7517.0,0.8884499623777276,0.08988000000000002
2020,5,RestOfWorld,iX,3949,76975,303974275,0.056,5.44,3.01,1.07,303974275,2020-05-01,2,76975.0,10039.0,6492.0,11645.0,6434.666666666667,6234.333333333333,-0.6066341269050702,0.05992000000000001
2020,5,RestOfWorld,MINI,9260,41391,383280660,0.072,5.44,3.01,1.07,383280660,2020-05-01,2,41391.0,3949.0,5316.0,6917.0,7749.333333333333,6624.833333333333,1.3448974423904785,0.07704
2020,5,RestOfWorld,3 Series,6746,47960,323538160,0.074,5.44,3.01,1.07,323538160,2020-05-01,2,47960.0,9260.0,10039.0,4693.0,6651.666666666667,6967.0,-0.2714902807775378,0.07918
2020,5,RestOfWorld,X3,9992,58146,580994832,0.09,5.44,3.01,1.07,580994832,2020-05-01,2,58146.0,6746.0,3949.0,6492.0,8666.0,7550.333333333333,0.4811740290542543,0.0963
2020,5,RestOfWorld,X5,3657,67699,247575243,0.054,5.44,3.01,1.07,247575243,2020-05-01,2,67699.0,9992.0,9260.0,5316.0,6798.333333333333,7273.833333333333,-0.6340072057646117,0.057780000000000005
2020,6,Europe,X5,3591,67862,243692442,0.073,15.45,3.89,1.09,243692442,2020-06-01,2,67862.0,3657.0,6746.0,10039.0,5746.666666666667,6199.166666666667,-0.018047579983593076,0.07957
2020,6,Europe,5 Series,7120,62583,445590960,0.072,15.45,3.89,1.09,445590960,2020-06-01,2,62583.0,3591.0,9992.0,3949.0,4789.333333333333,6727.666666666667,0.9827346143135616,0.07848
2020,6,Europe,X3,6500,56278,365807000,0.052,15.45,3.89,1.09,365807000,2020-06-01,2,56278.0,7120.0,3657.0,9260.0,5737.0,6267.666666666667,-0.0870786516853933,0.05668
2020,6,Europe,i4,7383,63699,470289717,0.094,15.45,3.89,1.09,470289717,2020-06-01,2,63699.0,6500.0,3591.0,6746.0,7001.0,6373.833333333333,0.13584615384615395,0.10246000000000001
2020,6,Europe,3 Series,8243,49351,406800293,0.044,15.45,3.89,1.09,406800293,2020-06-01,2,49351.0,7383.0,7120.0,9992.0,7375.333333333333,6082.333333333333,0.1164838141676825,0.04796
2020,6,Europe,iX,9263,76388,707582044,0.063,15.45,3.89,1.09,707582044,2020-06-01,2,76388.0,8243.0,6500.0,3657.0,8296.333333333334,7016.666666666667,0.12374135630231708,0.06867000000000001
2020,6,Europe,X7,12761,93580,1194174380,0.087,15.45,3.89,1.09,1194174380,2020-06-01,2,93580.0,9263.0,7383.0,3591.0,10089.0,8545.0,0.37763143689949263,0.09483
2020,6,China,X5,8268,70450,582480600,0.061,19.12,2.41,1.07,582480600,2020-06-01,2,70450.0,12761.0,8243.0,7120.0,10097.333333333334,8736.333333333334,-0.35208839432646344,0.06527000000000001
2020,6,China,X7,11326,92708,1050010808,0.064,19.12,2.41,1.07,1050010808,2020-06-01,2,92708.0,8268.0,9263.0,6500.0,10785.0,9540.666666666666,0.3698597000483792,0.06848
2020,6,China,i4,5236,65800,344528800,0.084,19.12,2.41,1.07,344528800,2020-06-01,2,65800.0,11326.0,12761.0,7383.0,8276.666666666666,9182.833333333334,-0.5377008652657602,0.08988000000000002
2020,6,Europe,MINI,7936,41538,329645568,0.06,15.45,3.89,1.09,329645568,2020-06-01,2,41538.0,5236.0,8268.0,8243.0,8166.0,9131.666666666666,0.5156608097784567,0.0654
2020,6,China,iX,12782,76273,974921486,0.071,19.12,2.41,1.07,974921486,2020-06-01,2,76273.0,7936.0,11326.0,9263.0,8651.333333333334,9718.166666666666,0.6106350806451613,0.07597
2020,6,China,5 Series,6120,60868,372512160,0.081,19.12,2.41,1.07,372512160,2020-06-01,2,60868.0,12782.0,5236.0,12761.0,8946.0,8611.333333333334,-0.5212016898763887,0.08667000000000001
2020,6,China,3 Series,6692,46305,309873060,0.067,19.12,2.41,1.07,309873060,2020-06-01,2,46305.0,6120.0,7936.0,8268.0,8531.333333333334,8348.666666666666,0.09346405228758159,0.07169
2020,6,China,X3,10703,59256,634216968,0.061,19.12,2.41,1.07,634216968,2020-06-01,2,59256.0,6692.0,12782.0,11326.0,7838.333333333333,8244.833333333334,0.5993723849372385,0.06527000000000001
2020,6,China,MINI,8206,42209,346367054,0.062,19.12,2.41,1.07,346367054,2020-06-01,2,42209.0,10703.0,6120.0,5236.0,8533.666666666666,8739.833333333334,-0.2332990750256937,0.06634000000000001
2020,6,USA,3 Series,6217,46152,286926984,0.054,20.67,3.42,1.14,286926984,2020-06-01,2,46152.0,8206.0,6692.0,7936.0,8375.333333333334,8453.333333333334,-0.24238362174019012,0.06156
2020,6,RestOfWorld,X5,7765,70920,550693800,0.089,5.69,2.46,1.12,550693800,2020-06-01,2,70920.0,6217.0,10703.0,12782.0,7396.0,7617.166666666667,0.24899469197362079,0.09968
2020,6,USA,X3,6179,59875,369967625,0.09,20.67,3.42,1.14,369967625,2020-06-01,2,59875.0,7765.0,8206.0,6120.0,6720.333333333333,7627.0,-0.20424983902124916,0.10259999999999998
2020,6,USA,X5,4202,69536,292190272,0.101,20.67,3.42,1.14,292190272,2020-06-01,2,69536.0,6179.0,6217.0,6692.0,6048.666666666667,7212.0,-0.3199546852241463,0.11513999999999999
2020,6,USA,iX,13639,74661,1018301379,0.081,20.67,3.42,1.14,1018301379,2020-06-01,2,74661.0,4202.0,7765.0,10703.0,8006.666666666667,7701.333333333333,2.2458353165159446,0.09233999999999999
2020,6,RestOfWorld,3 Series,7995,49408,395016960,0.061,5.69,2.46,1.12,395016960,2020-06-01,2,49408.0,13639.0,6179.0,8206.0,8612.0,7666.166666666667,-0.4138133294229782,0.06832
2020,6,USA,MINI,7187,43489,312555443,0.079,20.67,3.42,1.14,312555443,2020-06-01,2,43489.0,7995.0,4202.0,6217.0,9607.0,7827.833333333333,-0.10106316447779862,0.09005999999999999
2020,6,USA,i4,11502,66072,759960144,0.08,20.67,3.42,1.14,759960144,2020-06-01,2,66072.0,7187.0,13639.0,7765.0,8894.666666666666,8450.666666666666,0.6003895923194658,0.09119999999999999
2020,6,USA,X7,11497,91914,1056735258,0.081,20.67,3.42,1.14,1056735258,2020-06-01,2,91914.0,11502.0,7995.0,6179.0,10062.0,9337.0,-0.00043470700747694213,0.09233999999999999
2020,6,RestOfWorld,i4,4257,66523,283188411,0.036,5.69,2.46,1.12,283188411,2020-06-01,2,66523.0,11497.0,7187.0,4202.0,9085.333333333334,9346.166666666666,-0.6297294946507785,0.04032
2020,6,RestOfWorld,iX,9949,74824,744423976,0.073,5.69,2.46,1.12,744423976,2020-06-01,2,74824.0,4257.0,11502.0,13639.0,8567.666666666666,8731.166666666666,1.3370918487197558,0.08176
2020,6,RestOfWorld,MINI,4422,40673,179856006,0.067,5.69,2.46,1.12,179856006,2020-06-01,2,40673.0,9949.0,11497.0,7995.0,6209.333333333333,8135.666666666667,-0.5555332194190371,0.07504000000000001
2020,6,USA,5 Series,9624,62964,605965536,0.078,20.67,3.42,1.14,605965536,2020-06-01,2,62964.0,4422.0,4257.0,7187.0,7998.333333333333,8541.833333333334,1.1763907734056986,0.08892
2020,6,RestOfWorld,X3,13748,56191,772513868,0.063,5.69,2.46,1.12,772513868,2020-06-01,2,56191.0,9624.0,9949.0,11502.0,9264.666666666666,8916.166666666666,0.4285120532003326,0.07056000000000001
2020,6,RestOfWorld,5 Series,11942,60560,723207520,0.075,5.69,2.46,1.12,723207520,2020-06-01,2,60560.0,13748.0,4422.0,11497.0,11771.333333333334,8990.333333333334,-0.1313645621181263,0.084
2020,6,RestOfWorld,X7,11200,92911,1040603200,0.083,5.69,2.46,1.12,1040603200,2020-06-01,2,92911.0,11942.0,9624.0,4257.0,12296.666666666666,10147.5,-0.062133645955451344,0.09296000000000001
2020,7,Europe,X3,8988,59311,533087268,0.06,18.93,1.48,1.09,533087268,2020-07-01,3,59311.0,11200.0,13748.0,9949.0,10710.0,9987.333333333334,-0.1975,0.0654
2020,7,Europe,X5,4385,68506,300398810,0.07,18.93,1.48,1.09,300398810,2020-07-01,3,68506.0,8988.0,11942.0,4422.0,8191.0,9981.166666666666,-0.5121272808188696,0.0763
2020,7,Europe,X7,11429,91481,1045536349,0.06,18.93,1.48,1.09,1045536349,2020-07-01,3,91481.0,4385.0,11200.0,9624.0,8267.333333333334,10282.0,1.6063854047890538,0.0654
2020,7,Europe,i4,9824,66731,655565344,0.067,18.93,1.48,1.09,655565344,2020-07-01,3,66731.0,11429.0,8988.0,13748.0,8546.0,9628.0,-0.14043223379123282,0.07303000000000001
2020,7,Europe,iX,9830,76447,751474010,0.059,18.93,1.48,1.09,751474010,2020-07-01,3,76447.0,9824.0,4385.0,11942.0,10361.0,9276.0,0.000610749185667725,0.06431
2020,7,China,X3,9859,56139,553474401,0.058,16.19,2.22,1.1,553474401,2020-07-01,3,56139.0,9830.0,11429.0,11200.0,9837.666666666666,9052.5,0.0029501525940995865,0.06380000000000001
2020,7,China,X7,5707,93140,531549980,0.08,16.19,2.22,1.1,531549980,2020-07-01,3,93140.0,9859.0,9824.0,8988.0,8465.333333333334,8505.666666666666,-0.42113804645501574,0.08800000000000001
2020,7,China,5 Series,7144,60463,431947672,0.073,16.19,2.22,1.1,431947672,2020-07-01,3,60463.0,5707.0,9830.0,4385.0,7570.0,8965.5,0.25179603995093736,0.0803
2020,7,China,X5,3951,69949,276368499,0.066,16.19,2.22,1.1,276368499,2020-07-01,3,69949.0,7144.0,9859.0,11429.0,5600.666666666667,7719.166666666667,-0.44694848824188127,0.07260000000000001
2020,7,China,i4,8822,63887,563611114,0.068,16.19,2.22,1.1,563611114,2020-07-01,3,63887.0,3951.0,5707.0,9824.0,6639.0,7552.166666666667,1.2328524424196408,0.0748
2020,7,Europe,3 Series,6466,47191,305137006,0.073,18.93,1.48,1.09,305137006,2020-07-01,3,47191.0,8822.0,7144.0,9830.0,6413.0,6991.5,-0.26705962366810243,0.07957
2020,7,China,MINI,7372,42244,311422768,0.053,16.19,2.22,1.1,311422768,2020-07-01,3,42244.0,6466.0,3951.0,9859.0,7553.333333333333,6577.0,0.14011753789050418,0.058300000000000005
2020,7,Europe,5 Series,4773,61476,293424948,0.088,18.93,1.48,1.09,293424948,2020-07-01,3,61476.0,7372.0,8822.0,5707.0,6203.666666666667,6421.333333333333,-0.3525501899077591,0.09592
2020,7,Europe,MINI,5632,40882,230247424,0.06,18.93,1.48,1.09,230247424,2020-07-01,3,40882.0,4773.0,6466.0,7144.0,5925.666666666667,6169.333333333333,0.17997066834276132,0.0654
2020,7,China,iX,5643,73018,412040574,0.065,16.19,2.22,1.1,412040574,2020-07-01,3,73018.0,5632.0,7372.0,3951.0,5349.333333333333,6451.333333333333,0.001953125,0.07150000000000001
2020,7,China,3 Series,11143,46594,519196942,0.082,16.19,2.22,1.1,519196942,2020-07-01,3,46594.0,5643.0,4773.0,8822.0,7472.666666666667,6838.166666666667,0.9746588693957114,0.09020000000000002
2020,7,USA,3 Series,4972,49474,245984728,0.058,19.49,3.16,1.1,245984728,2020-07-01,3,49474.0,11143.0,5632.0,6466.0,7252.666666666667,6589.166666666667,-0.5538005923000987,0.06380000000000001
2020,7,USA,X5,5297,67360,356805920,0.065,19.49,3.16,1.1,356805920,2020-07-01,3,67360.0,4972.0,5643.0,7372.0,7137.333333333333,6243.333333333333,0.06536604987932426,0.07150000000000001
2020,7,USA,X7,8923,92369,824208587,0.074,19.49,3.16,1.1,824208587,2020-07-01,3,92369.0,5297.0,11143.0,4773.0,6397.333333333333,6935.0,0.6845384179724372,0.0814
2020,7,USA,i4,3038,66641,202455358,0.07,19.49,3.16,1.1,202455358,2020-07-01,3,66641.0,8923.0,4972.0,5632.0,5752.666666666667,6502.666666666667,-0.659531547685756,0.07700000000000001
2020,7,USA,iX,4519,74968,338780392,0.073,19.49,3.16,1.1,338780392,2020-07-01,3,74968.0,3038.0,5297.0,5643.0,5493.333333333333,6315.333333333333,0.4874917709019091,0.0803
2020,7,USA,MINI,6346,41712,264704352,0.057,19.49,3.16,1.1,264704352,2020-07-01,3,41712.0,4519.0,8923.0,11143.0,4634.333333333333,5515.833333333333,0.40429298517371093,0.0627
2020,7,RestOfWorld,X5,4727,70179,331736133,0.072,5.41,1.5,1.08,331736133,2020-07-01,3,70179.0,6346.0,3038.0,4972.0,5197.333333333333,5475.0,-0.2551213362748188,0.07776
2020,7,RestOfWorld,i4,4271,64306,274650926,0.078,5.41,1.5,1.08,274650926,2020-07-01,3,64306.0,4727.0,4519.0,5297.0,5114.666666666667,5304.0,-0.09646710387137725,0.08424000000000001
2020,7,RestOfWorld,5 Series,6663,60153,400799439,0.091,5.41,1.5,1.08,400799439,2020-07-01,3,60153.0,4271.0,6346.0,8923.0,5220.333333333333,4927.333333333333,0.5600561929290564,0.09828
2020,7,RestOfWorld,X7,6096,92849,566007504,0.057,5.41,1.5,1.08,566007504,2020-07-01,3,92849.0,6663.0,4727.0,3038.0,5676.666666666667,5437.0,-0.08509680324178293,0.061560000000000004
2020,7,RestOfWorld,iX,6393,76397,488406021,0.089,5.41,1.5,1.08,488406021,2020-07-01,3,76397.0,6096.0,4271.0,4519.0,6384.0,5749.333333333333,0.048720472440944906,0.09612
2020,7,USA,5 Series,10894,61845,673739430,0.075,19.49,3.16,1.1,673739430,2020-07-01,3,61845.0,6393.0,6663.0,6346.0,7794.333333333333,6507.333333333333,0.7040513061160645,0.0825
2020,7,RestOfWorld,3 Series,10975,48213,529137675,0.078,5.41,1.5,1.08,529137675,2020-07-01,3,48213.0,10894.0,6096.0,4727.0,9420.666666666666,7548.666666666667,0.007435285478244902,0.08424000000000001
2020,7,USA,X3,10215,58385,596402775,0.067,19.49,3.16,1.1,596402775,2020-07-01,3,58385.0,10975.0,6393.0,4271.0,10694.666666666666,8539.333333333334,-0.06924829157175394,0.07370000000000002
2020,7,RestOfWorld,MINI,6741,41082,276933762,0.064,5.41,1.5,1.08,276933762,2020-07-01,3,41082.0,10215.0,10894.0,6663.0,9310.333333333334,8552.333333333334,-0.3400881057268722,0.06912
2020,7,RestOfWorld,X3,4046,56949,230415654,0.069,5.41,1.5,1.08,230415654,2020-07-01,3,56949.0,6741.0,10975.0,6096.0,7000.666666666667,8210.666666666666,-0.39979231568016615,0.07452000000000002
2020,8,China,MINI,6710,42346,284141660,0.068,17.49,3.65,1.07,284141660,2020-08-01,3,42346.0,4046.0,10215.0,6393.0,5832.333333333333,8263.5,0.6584280771131983,0.07276
2020,8,Europe,X5,11051,68472,756684072,0.084,20.63,4.02,1.11,756684072,2020-08-01,3,68472.0,6710.0,6741.0,10894.0,7269.0,8289.666666666666,0.6469448584202682,0.09324000000000002
2020,8,China,i4,11137,65804,732859148,0.077,17.49,3.65,1.07,732859148,2020-08-01,3,65804.0,11051.0,4046.0,10975.0,9632.666666666666,8316.666666666666,0.0077821011673151474,0.08239
2020,8,China,iX,10917,74389,812104713,0.069,17.49,3.65,1.07,812104713,2020-08-01,3,74389.0,11137.0,6710.0,10215.0,11035.0,8433.666666666666,-0.01975397324234529,0.07383
2020,8,Europe,3 Series,11952,49386,590261472,0.092,20.63,4.02,1.11,590261472,2020-08-01,3,49386.0,10917.0,11051.0,6741.0,11335.333333333334,9302.166666666666,0.09480626545754323,0.10212
2020,8,Europe,X3,11329,58028,657399212,0.056,20.63,4.02,1.11,657399212,2020-08-01,3,58028.0,11952.0,11137.0,4046.0,11399.333333333334,10516.0,-0.05212516733601069,0.06216000000000001
2020,8,Europe,X7,6944,93235,647423840,0.055,20.63,4.02,1.11,647423840,2020-08-01,3,93235.0,11329.0,10917.0,6710.0,10075.0,10555.0,-0.38705975814281934,0.06105000000000001
2020,8,Europe,MINI,9637,43871,422784827,0.067,20.63,4.02,1.11,422784827,2020-08-01,3,43871.0,6944.0,11952.0,11051.0,9303.333333333334,10319.333333333334,0.3878168202764978,0.07437
2020,8,China,3 Series,4348,49578,215565144,0.061,17.49,3.65,1.07,215565144,2020-08-01,3,49578.0,9637.0,11329.0,11137.0,6976.333333333333,9187.833333333334,-0.5488222475874235,0.06527000000000001
2020,8,China,5 Series,3891,63198,245903418,0.069,17.49,3.65,1.07,245903418,2020-08-01,3,63198.0,4348.0,6944.0,10917.0,5958.666666666667,8016.833333333333,-0.10510579576816925,0.07383
2020,8,China,X3,6219,58962,366684678,0.042,17.49,3.65,1.07,366684678,2020-08-01,3,58962.0,3891.0,9637.0,11952.0,4819.333333333333,7061.333333333333,0.5983037779491134,0.04494000000000001
2020,8,China,X5,3382,70856,239634992,0.076,17.49,3.65,1.07,239634992,2020-08-01,3,70856.0,6219.0,4348.0,11329.0,4497.333333333333,5736.833333333333,-0.45618266602347646,0.08132
2020,8,China,X7,6684,92259,616659156,0.057,17.49,3.65,1.07,616659156,2020-08-01,3,92259.0,3382.0,3891.0,6944.0,5428.333333333333,5693.5,0.9763453577764636,0.06099
2020,8,Europe,iX,10389,73617,764807013,0.081,20.63,4.02,1.11,764807013,2020-08-01,3,73617.0,6684.0,6219.0,9637.0,6818.333333333333,5818.833333333333,0.5543087971274685,0.08991000000000002
2020,8,Europe,5 Series,7307,62994,460297158,0.06,20.63,4.02,1.11,460297158,2020-08-01,3,62994.0,10389.0,3382.0,4348.0,8126.666666666667,6312.0,-0.29665992877081526,0.0666
2020,8,Europe,i4,2600,64920,168792000,0.075,20.63,4.02,1.11,168792000,2020-08-01,3,64920.0,7307.0,6684.0,3891.0,6765.333333333333,6096.833333333333,-0.6441768167510606,0.08325
2020,8,USA,MINI,2813,41392,116435696,0.078,18.25,4.71,1.09,116435696,2020-08-01,3,41392.0,2600.0,10389.0,6219.0,4240.0,5529.166666666667,0.08192307692307699,0.08502000000000001
2020,8,RestOfWorld,MINI,10887,43456,473105472,0.06,6.75,2.58,1.14,473105472,2020-08-01,3,43456.0,2813.0,7307.0,3382.0,5433.333333333333,6780.0,2.8702452897262707,0.06839999999999999
2020,8,USA,X7,3538,90690,320861220,0.072,18.25,4.71,1.09,320861220,2020-08-01,3,90690.0,10887.0,2600.0,6684.0,5746.0,6255.666666666667,-0.675025259483788,0.07848
2020,8,USA,3 Series,6974,47526,331446324,0.053,18.25,4.71,1.09,331446324,2020-08-01,3,47526.0,3538.0,2813.0,10389.0,7133.0,5686.5,0.9711701526286036,0.05777
2020,8,RestOfWorld,3 Series,7861,49697,390668117,0.07,6.75,2.58,1.14,390668117,2020-08-01,3,49697.0,6974.0,10887.0,7307.0,6124.333333333333,5778.833333333333,0.12718669343275013,0.0798
2020,8,USA,5 Series,3888,61573,239395824,0.083,18.25,4.71,1.09,239395824,2020-08-01,3,61573.0,7861.0,3538.0,2600.0,6241.0,5993.5,-0.5054064368400967,0.09047000000000001
2020,8,USA,X5,4524,67869,307039356,0.069,18.25,4.71,1.09,307039356,2020-08-01,3,67869.0,3888.0,6974.0,2813.0,5424.333333333333,6278.666666666667,0.1635802469135803,0.07521000000000001
2020,8,USA,i4,11263,63489,715076607,0.087,18.25,4.71,1.09,715076607,2020-08-01,3,63489.0,4524.0,7861.0,10887.0,6558.333333333333,6341.333333333333,1.4896109637488948,0.09483
2020,8,USA,X3,6918,58551,405055818,0.052,18.25,4.71,1.09,405055818,2020-08-01,3,58551.0,11263.0,3888.0,3538.0,7568.333333333333,6904.666666666667,-0.3857764361182633,0.05668
2020,8,RestOfWorld,5 Series,8295,61572,510739740,0.083,6.75,2.58,1.14,510739740,2020-08-01,3,61572.0,6918.0,4524.0,6974.0,8825.333333333334,7124.833333333333,0.19904596704249777,0.09462
2020,8,RestOfWorld,X3,10268,57162,586939416,0.065,6.75,2.58,1.14,586939416,2020-08-01,3,57162.0,8295.0,11263.0,7861.0,8493.666666666666,7526.0,0.23785412899336955,0.0741
2020,8,RestOfWorld,X5,9920,68228,676821760,0.079,6.75,2.58,1.14,676821760,2020-08-01,3,68228.0,10268.0,6918.0,3888.0,9494.333333333334,8531.333333333334,-0.03389170237631478,0.09005999999999999
2020,8,RestOfWorld,X7,9480,90874,861485520,0.053,6.75,2.58,1.14,861485520,2020-08-01,3,90874.0,9920.0,8295.0,4524.0,9889.333333333334,9357.333333333334,-0.04435483870967738,0.060419999999999995
2020,8,RestOfWorld,i4,10576,66035,698386160,0.086,6.75,2.58,1.14,698386160,2020-08-01,3,66035.0,9480.0,10268.0,11263.0,9992.0,9242.833333333334,0.11561181434599166,0.09803999999999999
2020,8,RestOfWorld,iX,5818,75981,442057458,0.08,6.75,2.58,1.14,442057458,2020-08-01,3,75981.0,10576.0,9920.0,6918.0,8624.666666666666,9059.5,-0.4498865355521936,0.09119999999999999
2020,8,USA,iX,9429,76928,725354112,0.072,18.25,4.71,1.09,725354112,2020-08-01,3,76928.0,5818.0,9480.0,8295.0,8607.666666666666,9248.5,0.6206600206256445,0.07848
2020,9,China,X3,10166,58872,598492752,0.074,20.13,3.71,1.1,598492752,2020-09-01,3,58872.0,9429.0,10576.0,10268.0,8471.0,9231.5,0.07816311379785756,0.0814
2020,9,Europe,X5,7119,68688,488989872,0.078,20.6,4.49,1.1,488989872,2020-09-01,3,68688.0,10166.0,5818.0,9920.0,8904.666666666666,8764.666666666666,-0.2997245721030888,0.0858
